Latitude	Longitude	Elevation	Station_Name	State	bt0510	tmin	t01	Frost50	Freeze50
27.7283	-98.0678	61.3	ALICE	TX	27.5694444444444	7.67733333333333	13.6388888888889	320	350
33.1272	-88.155	59.4	ALICEVILLE	AL	23.7546296296296	-6.33333333333334E-02	6.36111111111111	216	252
42.9694	-119.9933	1320.4	ALKALI LAKE	OR	14.1064814814815	-6.448	-0.638888888888888	82	119
36.3806	-84.8744	501.4	ALLARDT	TN	19.037037037037	-3.689	1.41666666666666	181	209
34.165	-84.73	297.2	ALLATOONA DAM 2	GA	22.3055555555556	-0.415333333333333	4.58333333333333	214	241
42.1003	-78.7497	457.2	ALLEGANY SP	NY	14.9861111111111	-9.24933333333334	-5.47222222222222	122	158
40.8997	-109.1528	1673.4	ALLEN'S RCH	UT	16.3518518518519	-11.639	-3.63888888888889	121	139
42.7536	-92.8022	319.4	ALLISON	IA	17.8240740740741	-12.8123333333333	-8.55555555555556	159	184
43.3864	-84.6492	224	ALMA	MI	16.6944444444444	-9.105	-5.69444444444444	153	179
44.3272	-91.9194	204.2	ALMA DAM 4	WI	18.0555555555556	-12.7526666666667	-7.80555555555556	167	187
33.8492	-109.1469	2453.6	ALPINE	AZ	12.6157407407407	-10.1886666666667	-1.27777777777778	82	102
30.3764	-103.66	1356.4	ALPINE	TX	22.0277777777778	-0.215666666666667	7.30555555555555	207	233
40.4644	-111.7708	1545.3	ALPINE	UT	17.6990740740741	-6.92033333333333	-1.72222222222222	135	169
40.5906	-111.6369	2660.9	ALTA	UT	10.5509259259259	-10.175	-5.27777777777778	93	114
40.3561	-110.2878	1941.6	ALTAMONT	UT	14.7361111111111	-12.7306666666667	-6.58333333333333	109	135
39.5008	-108.3794	1730.3	ALTENBERN	CO	15.8287037037037	-11.7883333333333	-4.19444444444444	116	140
37.4403	-112.4819	2145.8	ALTON	UT	14.8333333333333	-9.16533333333334	-1.86111111111111	109	134
40.495	-78.4667	402.3	ALTOONA 3 W	PA	17.1805555555556	-7.55966666666667	-3.63888888888889	163	192
34.8847	-99.2964	464.8	ALTUS DAM	OK	24.3611111111111	-1.79866666666667	4	215	233
34.7961	-92.8417	212.8	ALUM FORK	AR	22.5138888888889	-1.20033333333333	3.75	221	249
29.3653	-95.2336	8.5	ALVIN	TX	25.212962962963	6.01266666666667	11.1111111111111	297	334
42.0208	-93.7742	335	AMES 8 WSW	IA	18.8657407407407	-12.0243333333333	-6.30555555555556	163	189
42.3861	-72.5375	43.3	AMHERST	MA	16.8194444444444	-11.195	-4.91666666666667	140	167
46.4819	-103.3222	887	AMIDON	ND	15.9583333333333	-13.345	-7.94444444444444	129	148
29.4608	-101.0286	352.7	AMISTAD DAM	TX	27.1712962962963	5.344	10.9722222222222	297	339
30.7094	-90.525	51.8	AMITE	LA	24.8240740740741	3.28433333333333	9.38888888888889	248	288
48.5119	-122.6136	6.1	ANACORTES	WA	15.0833333333333	2.59066666666667	5.61111111111111	245	293
34.5283	-82.6606	243.8	ANDERSON	SC	23.2083333333333	0.206333333333334	5.63888888888889	208	240
40.1117	-85.7164	257.6	ANDERSON SEWAGE PLT	IN	19.0787037037037	-7.05	-2.91666666666667	176	201
33.4408	-79.5672	10.7	ANDREWS	SC	23.4861111111111	1.549	7.52777777777778	234	276
32.3483	-102.5517	972.9	ANDREWS	TX	24.2268518518519	-1.38033333333333	7	226	248
42.3033	-78.0189	452	ANGELICA	NY	14.8472222222222	-10.7386666666667	-5.47222222222222	117	146
41.6397	-84.9897	307.8	ANGOLA	IN	17.2361111111111	-8.92133333333333	-5.25	153	180
38.5731	-122.4406	522.7	ANGWIN PAC UNION COL	CA	18.8842592592593	3.58666666666667	7.91666666666667	229	322
38.9933	-105.8919	2718.8	ANTERO RSVR	CO	9.49074074074074	-20.163	-10.1111111111111	46	83
45.1603	-89.1128	463	ANTIGO	WI	14.337962962963	-16.138	-11.5555555555556	118	147
42.4811	-88.0994	228.6	ANTIOCH	IL	17.6851851851852	-9.79333333333333	-5.86111111111111	157	186
37.9856	-121.7458	18.3	ANTIOCH PUMP PLT #3	CA	21.5046296296296	3.909	7.94444444444444	296	351
34.2208	-95.615	143.3	ANTLERS	OK	23.2638888888889	-1.849	4.55555555555556	210	242
31.9792	-111.3831	838.2	ANVIL RCH	AZ	25.1481481481481	0.163333333333333	9.66666666666667	222	258
45.8092	-121.2811	712	APPLETON	WA	14.0648148148148	-3.289	-0.416666666666667	121	163
44.2769	-88.4378	241.4	APPLETON	WI	17	-11.559	-8.08333333333333	155	180
38.1869	-94.0281	259.7	APPLETON CITY	MO	20.9027777777778	-5.605	-1.13888888888889	189	209
37.3558	-78.8314	277.4	APPOMATTOX	VA	20.2407407407407	-3.379	1.72222222222222	191	213
42.5031	-112.5758	1588	ARBON 2 NW	ID	14.9398148148148	-9.85966666666667	-4.69444444444444	90	126
27.2181	-81.8739	9.1	ARCADIA	FL	26.1944444444444	8.696	15.6388888888889	325	365
37.5981	-90.6264	279.8	ARCADIA	MO	20.0925925925926	-5.41233333333333	-0.388888888888889	169	192
27.1819	-81.3508	42.7	ARCHBOLD BIO STN	FL	25.7916666666667	8.401	15.5555555555556	293	326
41.1517	-104.6575	1831.8	ARCHER	WY	15.2592592592593	-9.745	-2.30555555555555	118	142
43.6356	-113.2989	1623.1	ARCO	ID	15.0648148148148	-14.4476666666667	-7.52777777777778	87	121
36.2911	-77.9822	100.6	ARCOLA	NC	21.6990740740741	-1.186	4.22222222222222	192	218
34.1772	-97.1617	256.3	ARDMORE	OK	24.8472222222222	0.362666666666667	5.61111111111111	237	267
48.3311	-96.8253	258.2	ARGYLE	MN	14.787037037037	-19.7703333333333	-15	127	148
34.025	-91.3444	59.1	ARKANSAS POST	AR	23.9027777777778	0.135666666666667	5.69444444444444	244	269
45.7211	-120.2064	84.4	ARLINGTON	OR	19.2361111111111	-0.797	1.69444444444444	186	221
43.3131	-98.3486	460.2	ARMOUR	SD	18.7361111111111	-12.961	-6	149	170
41.4225	-100.1839	828.4	ARNOLD	NE	17.3333333333333	-11.293	-4.52777777777778	139	158
43.5936	-115.9236	986	ARROWROCK DAM	ID	17.5972222222222	-5.9	-2.08333333333333	157	194
41.5697	-101.6914	1066.8	ARTHUR	NE	17.5277777777778	-9.804	-3.66666666666667	137	154
45.3783	-96.1542	333.1	ARTICHOKE LAKE	MN	16.7268518518519	-16.5183333333333	-11.1666666666667	150	173
36.4914	-118.8253	520.6	ASH MTN	CA	23.3888888888889	1.46066666666667	8.30555555555556	270	365
35.7044	-79.8378	265.2	ASHEBORO 2 W	NC	21.712962962963	-0.885666666666667	4.38888888888889	211	238
37.1942	-99.7633	600.5	ASHLAND	KS	21.7175925925926	-7.56	-8.33333333333325E-02	170	190
46.0406	-99.3742	613.9	ASHLEY	ND	15.6666666666667	-16.0396666666667	-11.1666666666667	129	147
33.1525	-100.2333	509	ASPERMONT	TX	24.4861111111111	-1.08066666666667	5.80555555555556	223	239
39.5756	-95.1108	288	ATCHISON	KS	20.6990740740741	-6.55066666666667	-2.55555555555556	195	213
41.4175	-95.0039	353.6	ATLANTIC 1 NE	IA	18.412037037037	-12.6263333333333	-6.33333333333333	148	165
39.7997	-101.0422	894.3	ATWOOD	KS	19.5509259259259	-8.81666666666667	-1.86111111111111	143	168
38.9072	-121.0839	393.8	AUBURN	CA	21.6944444444444	3.67333333333333	7.86111111111111	285	365
41.7069	-94.9222	390.1	AUDUBON	IA	17.8796296296296	-12.0416666666667	-7.16666666666667	157	179
47.4931	-112.3964	1240.5	AUGUSTA	MT	14.0046296296296	-10.6816666666667	-2.80555555555556	108	134
40.8586	-97.9958	544.1	AURORA	NE	19.0787037037037	-9.157	-4.11111111111111	170	192
42.7339	-76.6592	253	AURORA RSCH FARM	NY	17.2731481481481	-7.57266666666667	-4.13888888888889	165	190
46.6456	-112.2656	1478.6	AUSTIN 1 W	MT	12.1435185185185	-10.544	-6.25	98	126
44.5747	-118.4914	1284.1	AUSTIN 3 S	OR	12.0092592592593	-8.96166666666667	-4.25	32	69
42.9203	-77.7558	166.1	AVON	NY	16.8194444444444	-8.163	-4.33333333333333	158	186
36.835	-108.0006	1720.3	AZTEC RUINS NM	NM	18.5601851851852	-8.162	-0.555555555555556	132	160
48.9389	-113.3719	1310.6	BABB 6 NE	MT	11.3703703703704	-12.8966666666667	-4.97222222222222	82	120
36.6619	-75.9114	3	BACK BAY WR	VA	22.6018518518519	0.406	5.25	236	273
39.4047	-105.4767	2356.1	BAILEY	CO	11.4907407407407	-12.8456666666667	-5	73	106
30.8878	-102.3008	776.3	BAKERSFIELD	TX	25.412037037037	1.021	7.91666666666667	236	260
43.1003	-72.7836	344.4	BALL MTN LAKE	VT	14.5324074074074	-12.8843333333333	-7.75	116	148
45.9497	-108.1439	914.4	BALLANTINE	MT	16.2685185185185	-11.3536666666667	-5.66666666666667	134	159
31.7414	-99.9764	534.9	BALLINGER 2 NW	TX	24.9722222222222	0.468333333333333	7.22222222222222	225	245
33.3	-81.0306	50.3	BAMBERG	SC	24.2453703703704	1.56366666666667	8.5	232	267
36.1617	-81.8742	1149.1	BANNER ELK	NC	15.8703703703704	-6.21166666666667	-1.16666666666667	144	166
43.4583	-89.7269	250.9	BARABOO	WI	16.6157407407407	-13.1103333333333	-7.94444444444444	126	149
36.8825	-83.8819	301.8	BARBOURVILLE	KY	19.9212962962963	-4.44	1.02777777777778	181	208
32.2631	-96.6369	140.5	BARDWELL DAM	TX	25.3935185185185	1.57233333333333	7.58333333333333	251	276
47.7722	-121.4819	234.7	BARING	WA	14.787037037037	-0.415	2.97222222222222	180	246
43.9456	-120.2169	1210.1	BARNES STN	OR	14.3240740740741	-6.888	-0.916666666666666	64	102
36.5653	-96.1664	234.7	BARNSDALL	OK	22.7175925925926	-4.904	2.25	200	221
42.4283	-72.0275	253	BARRE FALLS DAM	MA	15.0555555555556	-10.991	-5.86111111111111	118	145
33.8097	-111.6497	502.9	BARTLETT DAM	AZ	27.8888888888889	5.62	12.25	330	365
27.8986	-81.8433	38.1	BARTOW	FL	26.962962962963	9.807	16.5555555555556	351	365
44.38	-108.035	1169.5	BASIN	WY	16.7407407407407	-14.757	-8.44444444444444	130	153
32.7692	-92.0056	45.7	BASTROP	LA	23.9027777777778	0.957333333333333	6.5	246	279
43.0303	-78.1692	278.3	BATAVIA	NY	17.5	-8.84	-4.11111111111111	159	189
35.7597	-91.6386	88.4	BATESVILLE L&D 1	AR	22.6712962962963	-3.03033333333333	2.69444444444445	203	230
42.3489	-77.3478	341.4	BATH	NY	15.6527777777778	-10.1096666666667	-5.33333333333333	132	157
45.7717	-122.5286	86.6	BATTLE GROUND	WA	15.2361111111111	0.582	4.27777777777778	171	234
30.8839	-87.7853	82.6	BAY MINETTE	AL	24.8101851851852	4.68733333333333	9.72222222222222	264	291
39.2728	-79.3683	735.2	BAYARD	WV	15.2962962962963	-8.56733333333333	-4.05555555555556	128	157
29.9142	-94.9908	7.9	BAYTOWN	TX	26.2453703703704	6.32166666666667	11.25	301	335
47.9803	-116.5594	636.1	BAYVIEW MODEL BASIN	ID	13.6944444444444	-4.21766666666667	-1.30555555555556	116	154
46.9283	-104.0158	853.4	BEACH	ND	15.4074074074074	-14.3006666666667	-7.86111111111111	126	145
36.8125	-100.5308	751.3	BEAVER	OK	21.587962962963	-6.556	0.750000000000001	179	199
40.1306	-99.8278	658.4	BEAVER CITY	NE	19.7268518518519	-10.2883333333333	-3.05555555555556	146	168
36.8969	-113.9425	571.5	BEAVER DAM	AZ	26.5833333333333	1.39666666666667	8.30555555555556	229	265
37.4533	-86.9117	121.9	BEAVER DAM	KY	20.9861111111111	-4.027	0.666666666666668	187	204
37.7647	-81.1939	710.2	BECKLEY VA HOSPITAL	WV	16.337962962963	-6.43466666666667	-1.88888888888889	142	165
40.6742	-94.7244	362.7	BEDFORD	IA	19.1296296296296	-10.5753333333333	-5.30555555555556	164	187
42.4833	-71.2833	48.8	BEDFORD	MA	17.1481481481481	-8.71833333333333	-3.69444444444444	158	186
37.3475	-79.5233	297.2	BEDFORD	VA	20.1435185185185	-2.61866666666667	2.08333333333333	197	218
28.4575	-97.7061	77.7	BEEVILLE 5 NE	TX	26.6944444444444	6.93366666666667	12.3888888888889	294	329
44.4394	-68.9892	9.1	BELFAST	ME	14.6990740740741	-13.0446666666667	-7	149	175
39.0231	-79.9331	539.2	BELINGTON	WV	17.3425925925926	-6.707	-1.55555555555556	147	172
44.2867	-122.0386	655.9	BELKNAP SPRINGS 8 N	OR	15.0277777777778	-1.58133333333333	1.19444444444444	151	204
35.5297	-104.0936	1371.6	BELL RANCH	NM	21.3425925925926	-7.43366666666667	2.83333333333333	175	200
34.6908	-86.8825	182.9	BELLE MINA 2 N	AL	22.037037037037	-1.783	3.72222222222222	208	241
41.8814	-92.2764	246.9	BELLE PLAINE	IA	17.9259259259259	-12.0443333333333	-7.33333333333333	160	185
39.8183	-97.6375	467.9	BELLEVILLE	KS	20.1435185185185	-9.224	-2.41666666666667	175	197
42.2614	-90.4233	183.8	BELLEVUE L&D 12	IA	18.1851851851852	-11.1293333333333	-6.69444444444444	156	184
39.4575	-98.1125	428.2	BELOIT	KS	21.2777777777778	-7.76366666666667	-2.19444444444444	177	199
42.5039	-89.0311	237.7	BELOIT	WI	17.8194444444444	-10.093	-6.47222222222222	169	192
39.0303	-76.9314	44.2	BELTSVILLE	MD	20.5740740740741	-4.29533333333333	0.527777777777779	186	208
33.1772	-90.4919	35.1	BELZONI	MS	24.7314814814815	2.46	6.33333333333333	248	283
32.6475	-97.4439	240.8	BENBROOK DAM	TX	25.1342592592593	1.122	7.13888888888889	247	277
44.0567	-121.285	1115.6	BEND	OR	13.6759259259259	-4.09166666666667	0.38888888888889	74	113
40.0525	-101.5386	922	BENKELMAN	NE	19.3842592592593	-9.17566666666667	-2	150	168
45.3167	-95.6167	317	BENSON	MN	16.6435185185185	-17.6936666666667	-11.5	150	172
35.5044	-82.5967	643.1	BENT CREEK	NC	18.9583333333333	-3.92966666666667	1.75	164	192
34.5675	-92.6006	94.5	BENTON	AR	23.6388888888889	-0.191333333333333	5.16666666666667	211	239
44.0342	-71.9486	365.8	BENTON 5 SW	NH	14.4166666666667	-13.396	-8.69444444444444	124	150
42.1244	-86.4267	196	BENTON HARBOR AP	MI	18.0925925925926	-7.52733333333333	-2.94444444444444	149	181
40.5903	-116.475	1432.6	BEOWAWE	NV	16.5787037037037	-10.021	-2.75	106	122
37.5733	-84.2908	326.1	BEREA COLLEGE	KY	21.3888888888889	-2.97266666666667	2.5	193	212
37.8744	-122.2606	94.5	BERKELEY	CA	17.0046296296296	5.75366666666666	10.1111111111111	365	365
44.4486	-71.1842	283.5	BERLIN	NH	14.5972222222222	-14.416	-9.16666666666667	126	154
37.9161	-85.6572	167.6	BERNHEIM FOREST	KY	21.2546296296296	-4.424	1.58333333333333	174	199
36.6778	-110.5411	2220.8	BETATAKIN	AZ	17.6157407407407	-6.416	-0.666666666666666	151	172
40.2575	-94.0269	289.3	BETHANY	MO	19.4074074074074	-9.03133333333333	-4.33333333333333	177	202
43.9092	-118.1522	996.7	BEULAH	OR	16.4953703703704	-8.04833333333333	-2.75	119	147
45.9981	-120.3006	919	BICKLETON	WA	14.3888888888889	-4.03833333333333	-1.19444444444444	135	170
45.0403	-105.4855	1096.4	BIDDLE 8 SW	MT	16.6805555555556	-11.0413333333333	-3.55555555555555	123	145
34.2442	-116.9039	2060.4	BIG BEAR LAKE	CA	14.2175925925926	-6.358	1.16666666666667	108	136
31.2	-101.4625	833.3	BIG LAKE 2	TX	24.1759259259259	0.200666666666667	6.80555555555556	218	242
38.5217	-78.4356	1079	BIG MEADOWS	VA	15.537037037037	-6.62433333333333	-2.30555555555555	141	168
43.7072	-85.4822	283.5	BIG RAPIDS WTR WKS	MI	15.5694444444444	-10.9146666666667	-6.77777777777778	128	161
48.135	-110.0608	844.3	BIG SANDY	MT	15.6759259259259	-13.164	-6.02777777777778	116	138
32.2442	-101.4536	765	BIG SPRING	TX	24.7314814814815	0.462333333333333	6.83333333333333	235	255
41.0469	-102.1467	1121.1	BIG SPRINGS	NE	18.3564814814815	-9.28633333333334	-2.58333333333333	147	171
45.8328	-109.9503	1249.7	BIG TIMBER	MT	15.5833333333333	-7.10033333333334	-2.38888888888889	123	147
36.5297	-97.4472	304.8	BILLINGS	OK	22.712962962963	-4.64233333333333	0.916666666666666	199	226
45.7717	-108.4811	944	BILLINGS WTP	MT	17.3194444444444	-9.986	-2.16666666666667	141	163
44.1242	-106.7319	1516.4	BILLY CREEK	WY	15.1111111111111	-10.33	-3.83333333333333	111	136
42.6325	-72.1233	263	BIRCH HILL DAM	MA	15.5231481481481	-11.7866666666667	-6.27777777777778	111	147
45.5286	-102.465	847.3	BISON	SD	16.8564814814815	-12.8796666666667	-6.47222222222222	135	154
41.5894	-108.5086	2048.3	BITTER CREEK 4 NE	WY	13.5555555555556	-14.0393333333333	-6.22222222222222	71	103
33.4594	-104.4042	1116.8	BITTER LAKES WR	NM	21.9027777777778	-6.632	3.5	178	197
43.6561	-107.7375	1717.5	BLACK MTN	WY	16.6851851851852	-6.26433333333333	-2.11111111111111	122	146
33.4783	-109.7517	1848.6	BLACK RIVER PUMPS	AZ	17.9722222222222	-5.91866666666667	1.86111111111111	157	178
38.7075	-112.9539	1498.4	BLACK ROCK	UT	17.6435185185185	-9.663	-1.91666666666667	111	135
48.0128	-112.4369	1290.8	BLACKLEAF	MT	12.3009259259259	-12.583	-4.33333333333333	89	117
33.3631	-81.3292	98.8	BLACKVILLE 3 W	SC	23.5972222222222	-4.66666666666672E-03	7.91666666666667	221	244
48.9775	-122.7928	18.3	BLAINE	WA	15.0092592592593	2.097	4.22222222222222	182	229
41.5536	-96.1406	332.2	BLAIR	NE	18.9398148148148	-9.891	-5.02777777777778	167	192
44.2906	-91.23	260.6	BLAIR	WI	15.8796296296296	-15.0736666666667	-10.0833333333333	128	150
34.8544	-83.9444	594.1	BLAIRSVILLE EXP STN	GA	19.3611111111111	-3.29166666666667	2.66666666666667	161	184
34.5697	-93.1947	129.8	BLAKELY MTN DAM	AR	21.9398148148148	-2.00233333333333	3.91666666666667	203	230
30.1061	-98.4286	420.6	BLANCO	TX	24.6203703703704	2.317	8.47222222222222	235	263
37.6131	-109.4847	1838.6	BLANDING	UT	19.3935185185185	-5.79666666666667	5.55555555555563E-02	157	181
45.0956	-91.4886	298.7	BLOOMER	WI	16.2546296296296	-15.308	-10.8055555555556	138	162
42.3842	-85.9625	221	BLOOMINGDALE	MI	16.6296296296296	-9.06066666666667	-4.75	142	170
39.1742	-86.5214	253	BLOOMINGTON IN UNIV	IN	19.8425925925926	-5.598	-1.75	191	212
40.2636	-77.3639	213.4	BLOSERVILLE 1 N	PA	18.4398148148148	-5.808	-2.19444444444444	179	204
37.5928	-112.8639	3259.5	BLOWHARD MTN RADAR	UT	7.83333333333333	-10.643	-6.38888888888889	89	112
42.2122	-71.1136	190.5	BLUE HILL	MA	17.4212962962963	-7.61566666666667	-3.63888888888889	180	207
38.4667	-107.1678	2306.7	BLUE MESA LAKE	CO	13.3888888888889	-18.1183333333333	-10.3333333333333	92	112
35.1161	-93.6506	129.8	BLUE MTN DAM	AR	23.4537037037037	-0.94	4.33333333333333	214	243
34.6108	-111.1922	2097	BLUE RIDGE RS	AZ	15.3101851851852	-8.54133333333333	-0.972222222222222	101	133
37.2825	-109.5575	1316.4	BLUFF	UT	20.9861111111111	-6.95033333333333	0.166666666666665	151	175
33.6131	-114.5972	81.7	BLYTHE	CA	28.2638888888889	4.27866666666667	12.25	315	365
35.9239	-89.9044	76.8	BLYTHEVILLE	AR	23.3472222222222	-0.754	2.72222222222222	233	262
45.8472	-119.6933	85.3	BOARDMAN	OR	18.5092592592593	-1.97633333333333	1.77777777777778	180	206
39.3886	-120.0936	1699.3	BOCA	CA	12.0138888888889	-11.4373333333333	-2.83333333333333	19	51
29.7986	-98.7353	440.4	BOERNE	TX	24.6712962962963	2.65133333333333	9	238	264
30.7808	-89.8567	30.5	BOGALUSA	LA	25.0462962962963	3.77766666666667	9.61111111111111	261	296
43.0778	-98.9508	605	BONESTEEL	SD	17.787037037037	-12.4336666666667	-5.88888888888889	151	172
45.6361	-121.9519	18.9	BONNEVILLE DAM	OR	17.0972222222222	2.087	4.22222222222222	260	318
42.0417	-93.8906	320.3	BOONE	IA	17.962962962963	-12.1523333333333	-7.5	154	175
34.6344	-88.5622	149.4	BOONEVILLE	MS	22.2314814814815	-1.57366666666667	3.55555555555555	216	249
29.1853	-102.9622	566.3	BOQUILLAS RS	TX	27.6388888888889	-9.99999999999994E-04	9.91666666666667	244	275
33.2314	-116.4144	245.4	BORREGO DESERT PARK	CA	27.8518518518519	6.53	13.4444444444444	365	365
33.8044	-106.8908	1375.3	BOSQUE DEL APACHE	NM	21.3796296296296	-6.44066666666667	3.38888888888889	165	187
48.8217	-100.4525	493.5	BOTTINEAU	ND	14.2916666666667	-19.2256666666667	-14.5	127	145
39.9919	-105.2667	1671.5	BOULDER	CO	17.6064814814815	-6.20366666666667	1.41666666666666	151	171
37.905	-111.42	2036.1	BOULDER	UT	16.962962962963	-6.802	-1.16666666666667	140	165
35.98	-114.8464	762	BOULDER CITY	NV	26.8055555555556	5.294	8.63888888888889	308	365
48.9947	-117.3544	559.9	BOUNDARY DAM	WA	14.5092592592593	-5.83733333333334	-3	142	176
33.9431	-114.0242	281.9	BOUSE	AZ	27.6851851851852	2.31333333333333	10.6666666666667	265	304
32.325	-109.4917	1151.2	BOWIE	AZ	24.0509259259259	-1.037	7.72222222222222	216	254
33.5511	-97.8472	329.2	BOWIE	TX	23.837962962963	-0.719	5.19444444444445	235	260
39.4539	-120.6556	1641.3	BOWMAN DAM	CA	15.9722222222222	-2.07033333333333	2.97222222222222	142	175
45.1672	-84.9139	221.9	BOYNE FALLS	MI	16.5185185185185	-11.024	-6.13888888888889	107	142
43.4053	-108.1633	1479.5	BOYSEN DAM	WY	17.1574074074074	-14.0946666666667	-7.88888888888889	149	174
29.3167	-100.4144	341.4	BRACKETTVILLE	TX	25.8981481481482	4.604	10.8333333333333	255	295
27.4467	-82.5014	6.1	BRADENTON 5 ESE	FL	26.875	10.9993333333333	16.3888888888889	345	365
37.495	-85.1517	201.2	BRADFORDSVILLE	KY	20.3981481481481	-3.851	0.833333333333333	173	197
31.1444	-99.3492	521.2	BRADY	TX	24.3333333333333	0.953333333333333	7.75	235	261
45.8161	-106.2314	844.3	BRANDENBERG	MT	16.5648148148148	-12.3266666666667	-4.80555555555555	122	144
45.6603	-69.812	323.1	BRASSUA DAM	ME	13.337962962963	-17.3076666666667	-11.9444444444444	119	141
35.62	-103.0072	1268	BRAVO	TX	20.3703703703704	-5.52966666666667	2.16666666666667	170	195
32.75	-98.9017	356.6	BRECKENRIDGE	TX	25.2083333333333	-5.83333333333334E-02	6.5	226	253
48.5475	-105.2706	804.1	BREDETTE	MT	15.2407407407407	-16.1463333333333	-10.25	130	146
46.3797	-100.9408	524.3	BREIEN	ND	16.0231481481481	-18.0246666666667	-10.0833333333333	121	135
47.5689	-122.6828	33.5	BREMERTON	WA	15.5416666666667	1.77533333333333	5	225	291
30.1592	-96.3972	95.4	BRENHAM	TX	26.0046296296296	4.684	9.80555555555556	288	322
35.2283	-82.7358	676.7	BREVARD	NC	18.837962962963	-3.91066666666667	2.30555555555555	168	191
41.9375	-99.8628	760.5	BREWSTER	NE	17.462962962963	-11.644	-4.77777777777778	141	160
31.0581	-87.0547	25.9	BREWTON 3 SSE	AL	24.2916666666667	3.20933333333333	9.47222222222222	216	253
40.9461	-72.3069	18.3	BRIDGEHAMPTON	NY	18.0555555555556	-4.93866666666667	-0.36111111111111	176	210
38.2575	-119.2286	1972.1	BRIDGEPORT	CA	12.4027777777778	-13.6693333333333	-4.22222222222222	42	68
41.6681	-103.1039	1117.4	BRIDGEPORT	NE	18.3657407407407	-9.75633333333333	-1.88888888888889	140	159
33.2064	-97.7761	234.4	BRIDGEPORT	TX	24.1111111111111	-0.465	5.72222222222222	222	246
46.4283	-67.8442	128	BRIDGEWATER	ME	14.0092592592593	-18.3666666666667	-11.5833333333333	102	132
43.5525	-97.5017	440.7	BRIDGEWATER	SD	17.5138888888889	-13.278	-8.5	154	171
36.2147	-112.062	2438.4	BRIGHT ANGEL RS	AZ	12.7222222222222	-8.45933333333333	-2.41666666666667	94	128
34.8822	-91.2153	56.4	BRINKLEY	AR	23.3148148148148	-0.187666666666667	3.75	228	261
35.8292	-96.3917	253	BRISTOW	OK	22.2638888888889	-4.22	2.86111111111111	202	225
43.1017	-93.8014	378	BRITT	IA	17.1157407407407	-13.8236666666667	-9.47222222222222	155	180
